id A
CN09-077 38.5057086782497
CN09-137 38.318314171777
CN09-047 35.2740308693947
CN09-051 38.8837411774972
CN09-078 39.47853529177
CN09-107 33.3760729220112
CN09-052 32.9613106043842
CN09-100 39.2883820054815
CN09-105 38.45885370312
CN09-106 34.4453703313127
CN10-073 39.0885872827016
CN10-076 39.2067514490198
CN09-027 34.7772655780023
CN09-058 38.7872900428576
CN09-062 37.2670988195269
CN09-112 35.608510650916
CN09-116 35.7254881402675
CN09-117 37.9492850381846
CN09-139 38.662395466538
CN09-140 37.8658237198478
CN09-033 39.5597882443432
CN09-040 38.9039685879658
CN09-081 40.1279618981829
CN09-122 38.085323481231
CN09-035 38.6132108753578
CN09-037 43.1708967895237
CN09-038 39.067108671475
CN09-039 36.9512546825906
CN09-072 39.2559137539549
CN09-073 37.6544647809946
CN09-074 38.3833447701394
CN09-045 34.0630189230921
CN09-090 35.4373010062659
CN09-091 39.0073770818622
CN09-092 33.6740865509855
CN09-097 34.8663916372491
CN09-050 35.4174735190861
CN09-054 39.475744323758
CN09-055 34.7064909055987
CN09-108 34.5328109821725
CN09-138 37.2721725538475
CN10-061 38.5937937175193
CN10-062 38.6389858293934
CN10-081 38.7569976908058
CN10-094 38.9337522810157
CN09-061 35.3002845306864
CN09-118 33.607710129467
CN09-119 34.1939334831892
CN09-141 38.4661623528789
CN09-070 34.8609266180368
CN09-071 38.2534053416372
CN09-131 38.2983819392674
CN09-082 36.8074310244022
CN09-096 38.4734902931591
CN09-098 33.6311076865128
CN09-126 37.9277557545917
CN09-084 38.7184224971502
CN09-086 39.1113351449202
CN09-094 39.8334519446002
CN09-095 37.7896491547022
CN09-101 39.1896167510889
CN09-135 38.5372979033632
CN09-102 42.1223264405435
CN09-103 38.7274700017969
CN09-123 38.3617957069115
CN09-125 37.5403763649971
CN09-134 38.0280640939482
CN09-127 38.2869346855344
CN09-129 38.66251669965
CN10-042 38.8664934910325
CN10-013 39.215480914357
CN10-016 39.2189394999094
CN10-091 39.0317122638244
CN10-092 40.2414559686344
CN10-022 50.106488033391
CN10-035 39.3083587009451
CN10-072 39.3388235888807
CN10-032 45.7663328810799
CN10-051 39.037464933347
CN10-037 39.2950626787046
CN10-038 39.1809390309951
CN10-058 39.1215508266627
CN10-063 38.8309722883281
CN10-102 38.7540070216119
CN10-041 38.6699565083949
CN10-044 38.7723227664849
CN10-043 39.0009017502441
CN10-045 42.4354963023796
CN10-064 38.6607078579394
CN10-065 40.8339488395292
CN11-037 38.9054829405041
CN11-038 35.8952412894809
CN11-052 38.8174527536921
CN10-046 38.9816313356882
CN10-047 39.3577755991457
CN10-048 39.1746683794543
CN10-052 38.7096663648753
CN10-054 39.52279494593
CN10-056 38.8848529764633
CN10-055 38.6690987803502
CN10-057 39.1240310963741
CN11-028 39.0755652994024
CN11-030 39.0009121283958
CN10-066 38.514658575137
CN10-067 38.8230537070838
CN10-068 38.6671405967529
CN10-074 38.7200531642324
CN10-077 38.3718771633849
CN10-078 38.7794563164248
CN10-069 38.3791630015381
CN10-070 39.5262473443004
CN10-075 38.4541286943279
CN10-079 38.5636301723608
CN10-080 38.7921515367493
CN10-082 38.453573724647
CN10-083 38.3363690483594
CN10-084 39.0119817083281
CN10-085 39.0068006835119
CN10-086 38.2562336707846
CN10-087 38.62728146189
CN10-089 38.8737196900806
CN10-090 38.9375257417819
CN10-095 39.0481338778921
CN10-097 39.3837773001203
CN10-098 38.4817264503902
CN11-025 40.4249939040115
CN11-027 39.0007245422548
CN11-031 39.1633989470824
CN12-037 40.8856185948746
CN11-041 44.3245816849086
CN11-043 38.8539049694867
CN11-044 40.9027272473554
CN11-046 38.4318980463909
CN12-031 33.8377925259232
CN12-032 35.7193252520536
CN12-048 35.6030067933351
CN12-050 38.631900310822
CN11-047 38.6392426358624
CN11-048 38.5578262486289
CN11-051 38.7069418419488
CN12-017 39.0580125163421
CN12-025 47.2459452490925
CN12-039 41.7923599890022
CN12-042 38.0971964451711
CN12-062 38.2742505233063
CN12-019 36.0081899458383
CN12-038 38.6117812710503
CN12-021 32.5650635842711
CN12-043 38.6605124446237
CN12-026 37.9252175971123
CN12-027 38.9078623447734
CN12-044 34.8286550197336
CN12-045 33.0546187966166
CN13-034 39.0979603155581
CN13-061 41.8227099146591
CN13-090 35.1971668242533
CN13-112 39.2130372918317
CN12-028 39.1197350915743
CN12-033 33.4387569441994
CN12-055 37.8935722426004
CN12-056 39.5378391675743
CN12-029 34.2719470802471
CN12-034 33.9392342951891
CN12-041 37.9568947556703
CN12-047 39.2734832663213
CN13-078 37.9354166802447
CN13-109RM 37.624222739987
CN12-049 40.6408386322868
CN12-053 37.8475821187327
CN12-054 38.590146285146
CN13-068 42.2041322622988
CN13-101 39.5725214729399
CN13-105 38.8245621617938
CN13-117 37.402388496648
CN13-119 37.4090168059152
CN12-051 36.358084174644
CN12-057 39.5768986542869
CN12-063 40.9810805662954
CN12-059 38.1669351814321
CN12-060 38.9766474831759
CN13-009 39.1907104210978
CN13-060 32.7348000481875
CN13-098 34.5747435531591
CN13-102 38.4040145254979
CN13-118 37.7413784461659
CN13-010 39.0345832016492
CN13-032 39.6562925383921
CN13-036 37.4244296476752
CN13-037 41.3316087057845
CN13-063 38.2917748564923
CN13-067 39.6285204343799
CN13-106 40.5324153642046
CN13-020 35.5493443969702
CN13-025 40.9389845940523
CN13-045 35.529377594322
CN13-052 38.3470324402887
CN13-083 43.4573636043142
CN13-088 40.1722399320501
CN13-110 37.5884658944125
CN13-111 37.7044886625324
CN14-034 41.0431299418403
CN14-059 38.415670803664
CN14-061 38.3097419255936
CN14-096 36.8850695082119
CN13-024 38.9149467593561
CN13-044 41.7169007723985
CN13-048 38.6212921714153
CN13-049 41.6316539676409
CN14-023 41.3017134284248
CN13-035 36.2449168151506
CN13-065 35.1261999315015
CN13-066 36.8873937702908
CN13-104 39.5926106475665
CN13-116 38.8161809614831
CN13-039 39.2808515651205
CN13-051 39.7845009726015
CN13-084 36.4422016616329
CN13-093 39.5967786523582
CN13-113 38.1383121293341
CN13-040 37.4758677196681
CN13-073 38.4489103549306
CN13-041 34.1873456199312
CN13-042 42.0663340332009
CN13-053 39.2240130326388
CN13-054 37.36815045194
CN13-057 31.6154559098835
CN13-121 37.3777751105534
CN13-058 33.0520164394053
CN13-059 35.5428948913357
CN13-062 34.8360201229787
CN13-100 35.3176993635429
CN14-089 34.5126007611568
CN13-069 42.5945933486137
CN13-074 38.0468235575767
CN13-070 40.9726069507888
CN13-071 37.9231184559557
CN13-080 37.9423670336758
CN13-092 36.0617540930344
CN13-075 38.5629978044872
CN13-076 37.969886929988
CN13-077 43.5747647266766
CN13-089 37.8015842486742
CN14-078 38.4693236725255
CN13-081 38.6767768781599
CN13-085 38.2586272162445
CN13-086 39.1407590084115
CN14-032 35.479476152168
CN13-082 37.2532217512203
CN14-057 40.885565500454
CN14-094 37.9932818783461
CN13-087 35.8408470162763
CN13-091 38.0633154281462
CN13-097 36.6213251147204
CN14-049 35.8578432263874
CN14-082 34.9937010804316
CN14-084 38.7156395892879
CN14-086 37.184313610854
CN15-022 39.337181519473
CN15-071 34.7006698253703
CN13-115 37.1616575828208
CN14-072 39.1916015443087
CN14-009 39.1126152418353
CN14-010 33.4119035070521
CN14-025 39.1183975980956
CN14-053 36.4085716262268
CN14-101 38.8700136966682
CN15-074 38.5882864834207
CN14-012 38.4347581266292
CN14-013 39.358479122736
CN14-014 38.4173790286345
CN14-037 37.018189716923
CN14-108 38.3718949868978
CN15-026 39.0296873086226
CN14-015 42.8437000108775
CN14-041 35.8352467752713
CN14-016 34.8238311305397
CN14-019 38.6955673057968
CN14-050 34.9717128960102
CN14-073 38.188281232636
CN14-024 33.1770155734307
CN14-047 47.3501247497961
CN14-079 37.9694216825147
CN14-092 41.0555363299403
CN14-026 39.8806543622988
CN14-027 48.9621001569815
CN14-035 39.1682152170768
CN14-056 34.5430113007595
CN14-036 39.6304479123238
CN14-038 38.4882593601503
CN14-052 38.1713575027515
CN14-104 37.9316998429123
CN14-043 32.5181302554003
CN14-100 36.0668283049186
CN14-046 37.8571965691206
CN14-076 38.4498140340936
CN14-077 36.1825247736303
CN14-107 38.8074938228519
CN14-048 39.3046285319209
CN14-088 39.857182607764
CN14-054 38.374877130646
CN14-063 38.0435395494013
CN14-055 39.4437013063809
CN15-008 41.5507041163904
CN14-058 42.1093935167655
CN14-097 38.368807118625
CN14-060 37.4062779103041
CN14-090 33.9692688174602
CN14-102 39.1604461072425
CN14-062 42.0724775218378
CN15-060 38.5216247449447
CN14-064 38.225298116475
CN14-065 39.2395909019513
CN14-070 38.1060840088378
CN14-066 39.1038223169496
CN14-067 38.6931128990504
CN15-029 39.1656468844157
CN14-068 38.9756042293021
CN14-093 37.6457023061054
CN14-069 38.2923364072443
CN14-071 38.2242042322756
CN14-074 38.3483802976306
CN14-080 38.0678143278114
CN14-081 33.7069418578355
CN14-103 37.6497575630197
CN14-085 40.1049995583125
CN14-087 39.9882642808784
CN14-091 36.2927924972838
CN14-099 37.826339055007
CN15-017 39.1966626007288
CN15-065 38.6672683451819
CN15-090 38.3582280186113
CN15-091 39.4452605682354
CN15-025 39.0525969900226
CN15-076 34.5059218359496
CN15-027 39.2459399257435
CN15-064 38.4779432341913
CN15-072 38.6295864942042
CN15-030 39.0792200401735
CN15-042 38.7916237236357
CN15-043 39.2296285691407
CN15-044 39.3261705455259
CN15-032 39.1322648201084
CN15-034 38.5469824699543
CN15-041 36.0759248524556
CN15-078 38.194336094226
CN15-035 39.1094138483427
CN15-083 38.0120033802738
CN15-037 38.7581239189047
CN15-039 38.9393758852704
CN15-038 38.8926276545108
CN15-058 39.4737766651061
CN15-045 38.7381121151079
CN15-046 38.8327844078093
CN15-048 39.329043302272
CN15-047 39.4330206254008
CN15-087 38.0476952756573
CN15-051 38.9246451462555
CN15-052 39.068285903715
CN15-094 38.7801132416894
CN15-054 35.14779281203
CN15-055 39.0563034820888
CN15-056 33.1701992976561
CN15-057 38.9871251172503
CN15-059 39.0869107934081
CN15-061 38.6606732236044
CN15-085 40.520540854015
CN15-088 34.1127820717848
CN15-062 35.0166536742065
CN15-063 39.2706971163751
CN15-086 37.6372929365865
CN15-067 39.0087749533404
CN15-068 33.228392163761
CN15-070 38.5989878772599
CN15-073 38.6525494691968
CN15-075 38.6438597540786
CN15-077 38.5014573730145
CN15-080 38.2438366844417
CN15-081 37.4773386524125
CN15-082 41.0118634605967
CN15-084 38.4871353435495
